population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,New York,Both,75-79 years,Diabetes mellitus type 2,Percent,2020,0.3438289844568252,0.370461781658755,0.318908976075279
All Population,Prevalence,New York,Both,80+ years,Diabetes mellitus type 2,Percent,2020,0.3199277029839809,0.3478927671091203,0.2946372282227509
All Population,Prevalence,New York,Both,<5 years,Chronic kidney disease,Percent,2021,0.0004520598345956,0.0005638111295569,0.0003613643253982
All Population,Prevalence,New York,Both,5-9 years,Chronic kidney disease,Percent,2021,0.0023547864207398,0.0032242480162483,0.0016889295737717
All Population,Prevalence,New York,Both,10-14 years,Chronic kidney disease,Percent,2021,0.0124648469189387,0.0157309363661469,0.0094467917268067
All Population,Prevalence,New York,Both,15-19 years,Chronic kidney disease,Percent,2021,0.0326534980286273,0.0416970480155651,0.0248511559592213
All Population,Prevalence,New York,Both,20-24 years,Chronic kidney disease,Percent,2021,0.0457737960877182,0.0573146664947982,0.0363887221514805
All Population,Prevalence,New York,Both,25-29 years,Chronic kidney disease,Percent,2021,0.0497103609765094,0.0631356588563068,0.0382650006810995
All Population,Prevalence,New York,Both,30-34 years,Chronic kidney disease,Percent,2021,0.0639729662400307,0.0822315459746869,0.0501000601323158
All Population,Prevalence,New York,Both,35-39 years,Chronic kidney disease,Percent,2021,0.0761632324174972,0.0949633430749238,0.0592828554219301
All Population,Prevalence,New York,Both,40-44 years,Chronic kidney disease,Percent,2021,0.0780732640352397,0.0995386965589665,0.0632254772492887
All Population,Prevalence,New York,Both,45-49 years,Chronic kidney disease,Percent,2021,0.0863258159091538,0.1060972142574406,0.0688401790856935
All Population,Prevalence,New York,Both,50-54 years,Chronic kidney disease,Percent,2021,0.1072343940597283,0.1314300458121668,0.0869486819617855
All Population,Prevalence,New York,Both,55-59 years,Chronic kidney disease,Percent,2021,0.1311225822568139,0.1574615937157247,0.1069374120907766
All Population,Prevalence,New York,Both,60-64 years,Chronic kidney disease,Percent,2021,0.1638642532099808,0.1958334093895416,0.1349000049053949
All Population,Prevalence,New York,Both,65-69 years,Chronic kidney disease,Percent,2021,0.2325144972696421,0.2720600524635104,0.1950066031058214
All Population,Prevalence,New York,Both,70-74 years,Chronic kidney disease,Percent,2021,0.323584366079122,0.3702756443671354,0.2799440103260782
All Population,Prevalence,New York,Both,75-79 years,Chronic kidney disease,Percent,2021,0.4262698708213345,0.4790729963693094,0.3737305546218256
All Population,Prevalence,New York,Both,80+ years,Chronic kidney disease,Percent,2021,0.5941910891936175,0.6506174678413348,0.5517924163426281
All Population,Prevalence,New York,Both,<5 years,HIV/AIDS,Percent,2021,0.0001272596107188,0.0002205759651878,6.21270089388e-05
All Population,Prevalence,New York,Both,5-9 years,HIV/AIDS,Percent,2021,9.65976872117e-05,0.0001834312842414,4.4739920381e-05
All Population,Prevalence,New York,Both,10-14 years,HIV/AIDS,Percent,2021,7.36941526018e-05,0.0001350204365386,3.58335766523e-05
All Population,Prevalence,New York,Both,15-19 years,HIV/AIDS,Percent,2021,0.0004851223797527,0.000823262085579,0.0002909511155055
All Population,Prevalence,New York,Both,20-24 years,HIV/AIDS,Percent,2021,0.0017840846722894,0.0028016810489777,0.0010133686903608
All Population,Prevalence,New York,Both,25-29 years,HIV/AIDS,Percent,2021,0.0036881733532089,0.0059044229794072,0.0020159915781022
All Population,Prevalence,New York,Both,30-34 years,HIV/AIDS,Percent,2021,0.0055877838710491,0.0088482083051454,0.003124253287126
All Population,Prevalence,New York,Both,35-39 years,HIV/AIDS,Percent,2021,0.0067016775015912,0.0109030191420629,0.0037899280937021
All Population,Prevalence,New York,Both,40-44 years,HIV/AIDS,Percent,2021,0.0082115607741039,0.0135352444036623,0.0046000417038776
All Population,Prevalence,New York,Both,45-49 years,HIV/AIDS,Percent,2021,0.0103543696779906,0.0166079551641395,0.0058302514802341
All Population,Prevalence,New York,Both,50-54 years,HIV/AIDS,Percent,2021,0.0139693298101616,0.0218983160395839,0.0077993672054973
All Population,Prevalence,New York,Both,55-59 years,HIV/AIDS,Percent,2021,0.0186008179162936,0.0291971602050006,0.0101300491856861
All Population,Prevalence,New York,Both,60-64 years,HIV/AIDS,Percent,2021,0.0210792729471066,0.0332689198663479,0.0109675726236412
All Population,Prevalence,New York,Both,65-69 years,HIV/AIDS,Percent,2021,0.0200273110613902,0.0314221000585893,0.0101415546071296
All Population,Prevalence,New York,Both,70-74 years,HIV/AIDS,Percent,2021,0.0139086780280244,0.0232576887263213,0.0072599391360548
All Population,Prevalence,New York,Both,75-79 years,HIV/AIDS,Percent,2021,0.0082823077863488,0.013570025217759,0.004374769424316
All Population,Prevalence,New York,Both,80+ years,HIV/AIDS,Percent,2021,0.0032775953597932,0.0054271539879337,0.0017301069466181
All Population,Prevalence,New York,Both,<5 years,Alcohol use disorders,Percent,2021,0.0006376137083575,0.0010853725795067,0.0001670625258981
All Population,Prevalence,New York,Both,5-9 years,Alcohol use disorders,Percent,2021,0.0005590331981508,0.000928160185928,0.0002195085706767
All Population,Prevalence,New York,Both,10-14 years,Alcohol use disorders,Percent,2021,0.0018657376862968,0.0025935024543106,0.0011505066130364
All Population,Prevalence,New York,Both,15-19 years,Alcohol use disorders,Percent,2021,0.0148441223782657,0.0205361761307184,0.0106964807987207
All Population,Prevalence,New York,Both,20-24 years,Alcohol use disorders,Percent,2021,0.0389235169371453,0.0517703621866435,0.0286045564358395
All Population,Prevalence,New York,Both,25-29 years,Alcohol use disorders,Percent,2021,0.0492374385697512,0.0627458207384405,0.0377445022388456
All Population,Prevalence,New York,Both,30-34 years,Alcohol use disorders,Percent,2021,0.0510370340530967,0.0664025751390578,0.0377539546776809
All Population,Prevalence,New York,Both,35-39 years,Alcohol use disorders,Percent,2021,0.0443328377569905,0.0549696249579075,0.0344376640570996
All Population,Prevalence,New York,Both,40-44 years,Alcohol use disorders,Percent,2021,0.0372593223912556,0.0495041890647898,0.0281662768090497
All Population,Prevalence,New York,Both,45-49 years,Alcohol use disorders,Percent,2021,0.0336882569537573,0.0421330260408772,0.026832749079898
All Population,Prevalence,New York,Both,50-54 years,Alcohol use disorders,Percent,2021,0.0306628060597957,0.0396437144480877,0.0224883581547874
All Population,Prevalence,New York,Both,55-59 years,Alcohol use disorders,Percent,2021,0.0277699201751318,0.0337939272853231,0.0220451002335381
All Population,Prevalence,New York,Both,60-64 years,Alcohol use disorders,Percent,2021,0.0243375542870408,0.0318733503934489,0.0177368195171113
All Population,Prevalence,New York,Both,65-69 years,Alcohol use disorders,Percent,2021,0.0196702835645678,0.0243314909801539,0.0152688724748978
All Population,Prevalence,New York,Both,70-74 years,Alcohol use disorders,Percent,2021,0.0151320655116446,0.0192459230303823,0.0110405282672712
All Population,Prevalence,New York,Both,75-79 years,Alcohol use disorders,Percent,2021,0.0127861988506336,0.0162627681630436,0.0094787564556715
All Population,Prevalence,New York,Both,80+ years,Alcohol use disorders,Percent,2021,0.0129430046408655,0.0161952491688895,0.0101199006126302
All Population,Prevalence,New York,Both,<5 years,Drug use disorders,Percent,2021,0.0,0.0,0.0
All Population,Prevalence,New York,Both,5-9 years,Drug use disorders,Percent,2021,0.0,0.0,0.0
All Population,Prevalence,New York,Both,10-14 years,Drug use disorders,Percent,2021,0.0048534591266738,0.0092423402734968,0.0015998517584016
All Population,Prevalence,New York,Both,15-19 years,Drug use disorders,Percent,2021,0.0663986693080825,0.0976927820446042,0.0433087887235232
All Population,Prevalence,New York,Both,20-24 years,Drug use disorders,Percent,2021,0.1014306031954221,0.1186881012477278,0.0862603107787891
All Population,Prevalence,New York,Both,25-29 years,Drug use disorders,Percent,2021,0.0977881056950257,0.1118562871338912,0.0862196988978378
All Population,Prevalence,New York,Both,30-34 years,Drug use disorders,Percent,2021,0.0761255547146824,0.0877968816121142,0.0669065144866077
All Population,Prevalence,New York,Both,35-39 years,Drug use disorders,Percent,2021,0.0587236809774535,0.0688135822836418,0.0510516219326832
All Population,Prevalence,New York,Both,40-44 years,Drug use disorders,Percent,2021,0.0465627707590193,0.0545664470822933,0.0407082519192242
All Population,Prevalence,New York,Both,45-49 years,Drug use disorders,Percent,2021,0.037339591031949,0.0435888329258746,0.0323470074092937
All Population,Prevalence,New York,Both,50-54 years,Drug use disorders,Percent,2021,0.0294815910333291,0.0338514819994232,0.0251938211628701
All Population,Prevalence,New York,Both,55-59 years,Drug use disorders,Percent,2021,0.0197212706253888,0.0224210387630848,0.0170531625289115
All Population,Prevalence,New York,Both,60-64 years,Drug use disorders,Percent,2021,0.0110486659620599,0.0128318331101219,0.0094563166229909
All Population,Prevalence,New York,Both,65-69 years,Drug use disorders,Percent,2021,0.0061786517885106,0.0072037125773112,0.005262240381549
All Population,Prevalence,New York,Both,70-74 years,Drug use disorders,Percent,2021,0.0036454428353207,0.0042632385490957,0.0031319854651637
All Population,Prevalence,New York,Both,75-79 years,Drug use disorders,Percent,2021,0.0025902527224071,0.003032682081139,0.0021909887105644
All Population,Prevalence,New York,Both,80+ years,Drug use disorders,Percent,2021,0.002129555784837,0.0025181698172833,0.0018083721536271
All Population,Prevalence,New York,Both,<5 years,Depressive disorders,Percent,2021,6.8336549705e-06,1.35234092795e-05,2.4661106965e-06
All Population,Prevalence,New York,Both,5-9 years,Depressive disorders,Percent,2021,0.0110141015851683,0.0167176604892976,0.006828266398709
All Population,Prevalence,New York,Both,10-14 years,Depressive disorders,Percent,2021,0.0425474332755758,0.0548835835764728,0.0312359609408745
All Population,Prevalence,New York,Both,15-19 years,Depressive disorders,Percent,2021,0.0589713296741515,0.0716450620909638,0.0449266520910364
All Population,Prevalence,New York,Both,20-24 years,Depressive disorders,Percent,2021,0.0593405519037295,0.0714578899191447,0.0493622620645401
All Population,Prevalence,New York,Both,25-29 years,Depressive disorders,Percent,2021,0.0608958026507908,0.0719772546341521,0.0502442451166628
All Population,Prevalence,New York,Both,30-34 years,Depressive disorders,Percent,2021,0.0604809064557678,0.0717787295947477,0.0495951186675685
All Population,Prevalence,New York,Both,35-39 years,Depressive disorders,Percent,2021,0.0611176000810392,0.0717704473189221,0.0504976590171635
All Population,Prevalence,New York,Both,40-44 years,Depressive disorders,Percent,2021,0.0603755988219823,0.0712959554762211,0.0498240592602581
All Population,Prevalence,New York,Both,45-49 years,Depressive disorders,Percent,2021,0.0575692465497057,0.0680329475921278,0.0477740284093011
All Population,Prevalence,New York,Both,50-54 years,Depressive disorders,Percent,2021,0.0549355895046462,0.0663396056697099,0.0462362867889874
All Population,Prevalence,New York,Both,55-59 years,Depressive disorders,Percent,2021,0.0507413526015102,0.0597470284495187,0.043498139396108
All Population,Prevalence,New York,Both,60-64 years,Depressive disorders,Percent,2021,0.0478788919429132,0.0567824651751633,0.0401917621798776
All Population,Prevalence,New York,Both,65-69 years,Depressive disorders,Percent,2021,0.0460328373984727,0.055326742327597,0.0387443091898785
All Population,Prevalence,New York,Both,70-74 years,Depressive disorders,Percent,2021,0.0438042654738119,0.0530353946270748,0.0369369008914841
All Population,Prevalence,New York,Both,75-79 years,Depressive disorders,Percent,2021,0.0431316271781118,0.0515859613578795,0.0363935635890825
All Population,Prevalence,New York,Both,80+ years,Depressive disorders,Percent,2021,0.0427479314333251,0.0520206375664934,0.035187955426726
All Population,Prevalence,New York,Both,<5 years,Anxiety disorders,Percent,2021,0.0035689258641767,0.0112567040090711,0.0009297136689346
All Population,Prevalence,New York,Both,5-9 years,Anxiety disorders,Percent,2021,0.0345677940492997,0.0884727594662466,0.01257686526968
All Population,Prevalence,New York,Both,10-14 years,Anxiety disorders,Percent,2021,0.0532083371693426,0.0948488207210566,0.0279391810331915
All Population,Prevalence,New York,Both,15-19 years,Anxiety disorders,Percent,2021,0.0868506093537966,0.1459989435976886,0.0514716437251591
All Population,Prevalence,New York,Both,20-24 years,Anxiety disorders,Percent,2021,0.0824767148388675,0.1196720212631484,0.0551995693523541
All Population,Prevalence,New York,Both,25-29 years,Anxiety disorders,Percent,2021,0.0780995678802505,0.1138886300685734,0.0554770226136557
All Population,Prevalence,New York,Both,30-34 years,Anxiety disorders,Percent,2021,0.0751243889663382,0.1106178055641321,0.0521957157924792
All Population,Prevalence,New York,Both,35-39 years,Anxiety disorders,Percent,2021,0.0724420244324867,0.094234067361946,0.0531102114645211
All Population,Prevalence,New York,Both,40-44 years,Anxiety disorders,Percent,2021,0.0704534497454236,0.0970816917848635,0.0536049920035282
All Population,Prevalence,New York,Both,45-49 years,Anxiety disorders,Percent,2021,0.0705335843413284,0.0973017500233821,0.0541448688240982
All Population,Prevalence,New York,Both,50-54 years,Anxiety disorders,Percent,2021,0.0710324665545524,0.1004380551314096,0.0507403040338156
All Population,Prevalence,New York,Both,55-59 years,Anxiety disorders,Percent,2021,0.0709175058647652,0.0981939260013823,0.0503123078521307
All Population,Prevalence,New York,Both,60-64 years,Anxiety disorders,Percent,2021,0.0703919674252038,0.0968937018313894,0.0480549427301039
All Population,Prevalence,New York,Both,65-69 years,Anxiety disorders,Percent,2021,0.0696341556051217,0.0953242685691706,0.0507987173837306
All Population,Prevalence,New York,Both,70-74 years,Anxiety disorders,Percent,2021,0.0675499574306396,0.1006909517496811,0.0495040205971617
All Population,Prevalence,New York,Both,75-79 years,Anxiety disorders,Percent,2021,0.0645279856956003,0.0913141924293312,0.0471880032618588
All Population,Prevalence,New York,Both,80+ years,Anxiety disorders,Percent,2021,0.0623106914637523,0.0884061580900341,0.0450074153218729
All Population,Prevalence,New York,Both,<5 years,Diabetes mellitus type 1,Percent,2021,0.0006396507467935,0.0011943707030114,0.0003086602472901
All Population,Prevalence,New York,Both,5-9 years,Diabetes mellitus type 1,Percent,2021,0.0030110218062588,0.004746893843304,0.0022454685245402
All Population,Prevalence,New York,Both,10-14 years,Diabetes mellitus type 1,Percent,2021,0.0044747363688683,0.0054706686813818,0.0038299200714541
All Population,Prevalence,New York,Both,15-19 years,Diabetes mellitus type 1,Percent,2021,0.0054179338348746,0.0062203995445886,0.0048754224409123
All Population,Prevalence,New York,Both,20-24 years,Diabetes mellitus type 1,Percent,2021,0.0060209507426444,0.0066604996165898,0.005272671529314
All Population,Prevalence,New York,Both,25-29 years,Diabetes mellitus type 1,Percent,2021,0.0056706897684246,0.006592452081785,0.0046106547979287
All Population,Prevalence,New York,Both,30-34 years,Diabetes mellitus type 1,Percent,2021,0.0052129666146839,0.0064592550233676,0.0042645572840976
All Population,Prevalence,New York,Both,35-39 years,Diabetes mellitus type 1,Percent,2021,0.005063221099117,0.0064836054055886,0.0041024755036934
All Population,Prevalence,New York,Both,40-44 years,Diabetes mellitus type 1,Percent,2021,0.0050734874291146,0.0061179343238944,0.0042149368364462
All Population,Prevalence,New York,Both,45-49 years,Diabetes mellitus type 1,Percent,2021,0.0051971545547925,0.0063276004718244,0.0042370724738491
All Population,Prevalence,New York,Both,50-54 years,Diabetes mellitus type 1,Percent,2021,0.0051842961704011,0.00633053099036,0.0041946794340446
All Population,Prevalence,New York,Both,55-59 years,Diabetes mellitus type 1,Percent,2021,0.0050263212289999,0.0061860601400448,0.0040438089820604
All Population,Prevalence,New York,Both,60-64 years,Diabetes mellitus type 1,Percent,2021,0.0047623709926354,0.0058160071450261,0.0037194775827061
All Population,Prevalence,New York,Both,65-69 years,Diabetes mellitus type 1,Percent,2021,0.0043766004122392,0.0052502963637768,0.003316177840243
All Population,Prevalence,New York,Both,70-74 years,Diabetes mellitus type 1,Percent,2021,0.0039135218733768,0.0048596943458583,0.002850950207905
All Population,Prevalence,New York,Both,75-79 years,Diabetes mellitus type 1,Percent,2021,0.0034287844887093,0.0043690462116685,0.0023396950054845
All Population,Prevalence,New York,Both,80+ years,Diabetes mellitus type 1,Percent,2021,0.0025701491158476,0.0034206995435132,0.0016968518246239
All Population,Prevalence,New York,Both,<5 years,Diabetes mellitus type 2,Percent,2021,0.0,0.0,0.0
All Population,Prevalence,New York,Both,5-9 years,Diabetes mellitus type 2,Percent,2021,0.0,0.0,0.0
All Population,Prevalence,New York,Both,10-14 years,Diabetes mellitus type 2,Percent,2021,0.0,0.0,0.0
All Population,Prevalence,New York,Both,15-19 years,Diabetes mellitus type 2,Percent,2021,0.005511021443476,0.0072160046035798,0.0038499595393651
All Population,Prevalence,New York,Both,20-24 years,Diabetes mellitus type 2,Percent,2021,0.0083764302832169,0.0102722306533568,0.0064569476653791
All Population,Prevalence,New York,Both,25-29 years,Diabetes mellitus type 2,Percent,2021,0.0131475577219961,0.0156133154831903,0.0108940968369468
All Population,Prevalence,New York,Both,30-34 years,Diabetes mellitus type 2,Percent,2021,0.0238878614461438,0.0278157283312212,0.020278711636835
All Population,Prevalence,New York,Both,35-39 years,Diabetes mellitus type 2,Percent,2021,0.0436032760774233,0.0486365960573368,0.0387638297140979
All Population,Prevalence,New York,Both,40-44 years,Diabetes mellitus type 2,Percent,2021,0.072734522594482,0.0809523430010311,0.0652928076729839
All Population,Prevalence,New York,Both,45-49 years,Diabetes mellitus type 2,Percent,2021,0.1120433889481746,0.1219170444858339,0.1026954448611028
All Population,Prevalence,New York,Both,50-54 years,Diabetes mellitus type 2,Percent,2021,0.1601367038180181,0.177486023277244,0.1455265859198484
All Population,Prevalence,New York,Both,55-59 years,Diabetes mellitus type 2,Percent,2021,0.2133721199464839,0.2331694019468703,0.194264572093831
All Population,Prevalence,New York,Both,60-64 years,Diabetes mellitus type 2,Percent,2021,0.2670099672628954,0.2887426575062326,0.245369461994231
All Population,Prevalence,New York,Both,65-69 years,Diabetes mellitus type 2,Percent,2021,0.3104516060152935,0.3321715367801904,0.2883265586476956
All Population,Prevalence,New York,Both,70-74 years,Diabetes mellitus type 2,Percent,2021,0.3402990053974268,0.3651460236215305,0.3186280543080094
All Population,Prevalence,New York,Both,75-79 years,Diabetes mellitus type 2,Percent,2021,0.3489914885048519,0.3770993817638778,0.3253058296773854
All Population,Prevalence,New York,Both,80+ years,Diabetes mellitus type 2,Percent,2021,0.3255291743177302,0.3520536136346255,0.2999232434375967
All Population,Prevalence,New York,Both,<5 years,Chronic kidney disease,Percent,2022,0.0004482843216277,0.0005639411675742,0.0003481220720845
All Population,Prevalence,New York,Both,5-9 years,Chronic kidney disease,Percent,2022,0.0023222882359577,0.0031859453188326,0.0016151656260474
All Population,Prevalence,New York,Both,10-14 years,Chronic kidney disease,Percent,2022,0.0124370371312645,0.0158892880981675,0.0094338424506641
All Population,Prevalence,New York,Both,15-19 years,Chronic kidney disease,Percent,2022,0.0325378662202519,0.0413683916895772,0.0246249308178469
All Population,Prevalence,New York,Both,20-24 years,Chronic kidney disease,Percent,2022,0.0458710429564463,0.0582209006740361,0.0364049179339729
All Population,Prevalence,New York,Both,25-29 years,Chronic kidney disease,Percent,2022,0.0500042444225975,0.0647328957902172,0.0385725144008256
All Population,Prevalence,New York,Both,30-34 years,Chronic kidney disease,Percent,2022,0.0637725893029238,0.0820046565577239,0.0496198179235491
All Population,Prevalence,New York,Both,35-39 years,Chronic kidney disease,Percent,2022,0.075593349597484,0.09425960532979,0.0590125782622379
All Population,Prevalence,New York,Both,40-44 years,Chronic kidney disease,Percent,2022,0.0770355472087802,0.0987234376549514,0.0618830295092017
All Population,Prevalence,New York,Both,45-49 years,Chronic kidney disease,Percent,2022,0.0854269710399179,0.105434446220362,0.0682203482395172
All Population,Prevalence,New York,Both,50-54 years,Chronic kidney disease,Percent,2022,0.1072951132757491,0.1306739568202987,0.086672832742019
All Population,Prevalence,New York,Both,55-59 years,Chronic kidney disease,Percent,2022,0.130885061416622,0.1575916908610551,0.1066624298179723
All Population,Prevalence,New York,Both,60-64 years,Chronic kidney disease,Percent,2022,0.1627506165575216,0.1950364056027735,0.135121351359564
All Population,Prevalence,New York,Both,65-69 years,Chronic kidney disease,Percent,2022,0.2315795836639581,0.2705423336531474,0.1937976563113269
All Population,Prevalence,New York,Both,70-74 years,Chronic kidney disease,Percent,2022,0.3221552008378299,0.3657514034881848,0.2783833359990416
All Population,Prevalence,New York,Both,75-79 years,Chronic kidney disease,Percent,2022,0.4233516730813822,0.4761664594289143,0.3705324342026474
All Population,Prevalence,New York,Both,80+ years,Chronic kidney disease,Percent,2022,0.590190442882857,0.641603892855072,0.5482985386488717
All Population,Prevalence,New York,Both,<5 years,HIV/AIDS,Percent,2022,0.0001230657474858,0.00022029626678,6.1149903214e-05
All Population,Prevalence,New York,Both,5-9 years,HIV/AIDS,Percent,2022,9.46674287687e-05,0.0001801691838948,4.42219449808e-05
All Population,Prevalence,New York,Both,10-14 years,HIV/AIDS,Percent,2022,7.62326631517e-05,0.0001437353897712,3.39833370821e-05
All Population,Prevalence,New York,Both,15-19 years,HIV/AIDS,Percent,2022,0.0004393284624378,0.0007255246895606,0.0002457331306578
All Population,Prevalence,New York,Both,20-24 years,HIV/AIDS,Percent,2022,0.0016645847553618,0.0027079453218705,0.0009139913525068
All Population,Prevalence,New York,Both,25-29 years,HIV/AIDS,Percent,2022,0.0035421433253979,0.0058030686152195,0.0019740216943482
All Population,Prevalence,New York,Both,30-34 years,HIV/AIDS,Percent,2022,0.0055794923618944,0.0091337319188712,0.0030420953904399
All Population,Prevalence,New York,Both,35-39 years,HIV/AIDS,Percent,2022,0.0067350401020371,0.0108001291049725,0.0037654812234934
All Population,Prevalence,New York,Both,40-44 years,HIV/AIDS,Percent,2022,0.008064835656577,0.0133252231602298,0.0045640027746125
All Population,Prevalence,New York,Both,45-49 years,HIV/AIDS,Percent,2022,0.0099660143022336,0.0160086502116736,0.0056219588924087
All Population,Prevalence,New York,Both,50-54 years,HIV/AIDS,Percent,2022,0.013244888265213,0.0209180679247629,0.0075170860852385
All Population,Prevalence,New York,Both,55-59 years,HIV/AIDS,Percent,2022,0.0177495815560531,0.0277437116005862,0.0098743868247619
All Population,Prevalence,New York,Both,60-64 years,HIV/AIDS,Percent,2022,0.0207616351609038,0.0328549503065636,0.0109293706037398
All Population,Prevalence,New York,Both,65-69 years,HIV/AIDS,Percent,2022,0.0205896150474543,0.0325232900673824,0.0105149457835053
All Population,Prevalence,New York,Both,70-74 years,HIV/AIDS,Percent,2022,0.0151050301153103,0.0248731326682833,0.0079381497895252
All Population,Prevalence,New York,Both,75-79 years,HIV/AIDS,Percent,2022,0.0091890801850162,0.0152775111553626,0.0048461453541344
All Population,Prevalence,New York,Both,80+ years,HIV/AIDS,Percent,2022,0.0035351652998919,0.0058498673248034,0.0018900850812871
All Population,Prevalence,New York,Both,<5 years,Alcohol use disorders,Percent,2022,0.0006237534118188,0.0010729778885695,0.0001494904034722
All Population,Prevalence,New York,Both,5-9 years,Alcohol use disorders,Percent,2022,0.0005477807411849,0.0009394167067513,0.0002053767679691
All Population,Prevalence,New York,Both,10-14 years,Alcohol use disorders,Percent,2022,0.0017274470417376,0.0024409383029126,0.001086121223731
All Population,Prevalence,New York,Both,15-19 years,Alcohol use disorders,Percent,2022,0.0137999872967032,0.0189734556416366,0.0097419580697487
All Population,Prevalence,New York,Both,20-24 years,Alcohol use disorders,Percent,2022,0.0380372430663795,0.050672016931051,0.0272689730649453
All Population,Prevalence,New York,Both,25-29 years,Alcohol use disorders,Percent,2022,0.0527426450931859,0.0658143799337379,0.040645119733451
All Population,Prevalence,New York,Both,30-34 years,Alcohol use disorders,Percent,2022,0.0574940762064624,0.0752945120108375,0.0421382994551033
All Population,Prevalence,New York,Both,35-39 years,Alcohol use disorders,Percent,2022,0.0499806838381289,0.0623855773714607,0.0385477573102461
All Population,Prevalence,New York,Both,40-44 years,Alcohol use disorders,Percent,2022,0.041394008122953,0.055135720504034,0.030622480854367
All Population,Prevalence,New York,Both,45-49 years,Alcohol use disorders,Percent,2022,0.036101738608454,0.0454781757057157,0.0283631564443715
All Population,Prevalence,New York,Both,50-54 years,Alcohol use disorders,Percent,2022,0.0317781507300474,0.0412561656556794,0.0232792039100747
All Population,Prevalence,New York,Both,55-59 years,Alcohol use disorders,Percent,2022,0.0282377767750759,0.0348313164188476,0.0219579116779175
All Population,Prevalence,New York,Both,60-64 years,Alcohol use disorders,Percent,2022,0.0244185928070254,0.0322795657874993,0.0174652689762769
All Population,Prevalence,New York,Both,65-69 years,Alcohol use disorders,Percent,2022,0.0195239932250779,0.0248042060157249,0.0148947209662014
All Population,Prevalence,New York,Both,70-74 years,Alcohol use disorders,Percent,2022,0.0148521342448658,0.0192719778940452,0.0110194879605864
All Population,Prevalence,New York,Both,75-79 years,Alcohol use disorders,Percent,2022,0.0123692144842512,0.015791379478961,0.0091479053806193
All Population,Prevalence,New York,Both,80+ years,Alcohol use disorders,Percent,2022,0.0121950519809279,0.015367328738333,0.0095399319856714
All Population,Prevalence,New York,Both,<5 years,Drug use disorders,Percent,2022,0.0,0.0,0.0
All Population,Prevalence,New York,Both,5-9 years,Drug use disorders,Percent,2022,0.0,0.0,0.0
All Population,Prevalence,New York,Both,10-14 years,Drug use disorders,Percent,2022,0.0049111330166401,0.0090581410339459,0.0018472380302363
All Population,Prevalence,New York,Both,15-19 years,Drug use disorders,Percent,2022,0.0673794244520197,0.0972239590109211,0.044213955587903
All Population,Prevalence,New York,Both,20-24 years,Drug use disorders,Percent,2022,0.1028523286953652,0.1197266169092403,0.0864328193210819
All Population,Prevalence,New York,Both,25-29 years,Drug use disorders,Percent,2022,0.099277783486628,0.113412866709337,0.0876775748635656
All Population,Prevalence,New York,Both,30-34 years,Drug use disorders,Percent,2022,0.0777157621669217,0.0896387541256712,0.0679562194497697
All Population,Prevalence,New York,Both,35-39 years,Drug use disorders,Percent,2022,0.0599771594059869,0.0698190485473311,0.0521850400068612
All Population,Prevalence,New York,Both,40-44 years,Drug use disorders,Percent,2022,0.0472267579073989,0.0552158617281222,0.0409636605950359
All Population,Prevalence,New York,Both,45-49 years,Drug use disorders,Percent,2022,0.0375631632588456,0.0437019560101691,0.0323301417028233
All Population,Prevalence,New York,Both,50-54 years,Drug use disorders,Percent,2022,0.0294896342364064,0.0342373972981412,0.0251317697389836
All Population,Prevalence,New York,Both,55-59 years,Drug use disorders,Percent,2022,0.0197477461427607,0.0226494057748063,0.0167435412061824
All Population,Prevalence,New York,Both,60-64 years,Drug use disorders,Percent,2022,0.0111411317331627,0.0130316574031019,0.0094687427126919
All Population,Prevalence,New York,Both,65-69 years,Drug use disorders,Percent,2022,0.0062640125660797,0.0073621822680155,0.0053211706652852
All Population,Prevalence,New York,Both,70-74 years,Drug use disorders,Percent,2022,0.0037115015388184,0.0043678205192584,0.003138437591865
All Population,Prevalence,New York,Both,75-79 years,Drug use disorders,Percent,2022,0.0026425570907031,0.003109551188426,0.0022069340703678
All Population,Prevalence,New York,Both,80+ years,Drug use disorders,Percent,2022,0.0021730055348886,0.002567584711088,0.0018573843512972
All Population,Prevalence,New York,Both,<5 years,Depressive disorders,Percent,2022,6.9682647053e-06,1.37239286082e-05,2.5415074731e-06
All Population,Prevalence,New York,Both,5-9 years,Depressive disorders,Percent,2022,0.0089615227488136,0.01364692802129,0.0056095775940006
All Population,Prevalence,New York,Both,10-14 years,Depressive disorders,Percent,2022,0.0407963648224614,0.0543665349367536,0.0290063141687833
All Population,Prevalence,New York,Both,15-19 years,Depressive disorders,Percent,2022,0.0585816051850685,0.0715500976272429,0.0441806784541229
All Population,Prevalence,New York,Both,20-24 years,Depressive disorders,Percent,2022,0.059214774869851,0.0722455064115124,0.0488213353151863
All Population,Prevalence,New York,Both,25-29 years,Depressive disorders,Percent,2022,0.0608246134994577,0.0723327969625512,0.0504349934502197
All Population,Prevalence,New York,Both,30-34 years,Depressive disorders,Percent,2022,0.0604006770573578,0.0708146517444568,0.0499387874022314
All Population,Prevalence,New York,Both,35-39 years,Depressive disorders,Percent,2022,0.0610020777424368,0.0717612801675811,0.0506136389486521
All Population,Prevalence,New York,Both,40-44 years,Depressive disorders,Percent,2022,0.0603909373022254,0.0719516497823967,0.0496434229841929
