Age,Year,BipolarDisorder_male,BipolarDisorder_female,NeonatalEncephalopathy_male,NeonatalEncephalopathy_female,Obesity_male,Obesity_female,CongenitalMusculoskeletal_male,CongenitalMusculoskeletal_female,PTSD_male,PTSD_female,AlcoholUseDisorder_male,AlcoholUseDisorder_female,Hypertension_male,Hypertension_female,ChronicKidneyDisease_male,ChronicKidneyDisease_female,CongenitalHeartAnomalies_male,CongenitalHeartAnomalies_female,NeuralTubeDefects_male,NeuralTubeDefects_female,TobaccoUse_male,TobaccoUse_female,ColorectalCancer_male,ColorectalCancer_female,COPD_male,COPD_female,BreastCancer_male,BreastCancer_female,AlzheimersDisease_male,AlzheimersDisease_female,CardiovascularDiseases_male,CardiovascularDiseases_female,ParkinsonsDisease_male,ParkinsonsDisease_female,DownSyndrome_male,DownSyndrome_female,EsophagealCancer_male,EsophagealCancer_female,Dementia_male,Dementia_female,DrugUseDisorder_male,DrugUseDisorder_female,COVID19_male,COVID19_female,Tuberculosis_male,Tuberculosis_female,RoadInjuries_male,RoadInjuries_female,ChromosomalAbnormalities_male,ChromosomalAbnormalities_female,NeonatalJaundice_male,NeonatalJaundice_female,Type2Diabetes_male,Type2Diabetes_female,ProstateCancer_male,ProstateCancer_female,DiarrhealDiseases_male,DiarrhealDiseases_female,Type1Diabetes_male,Type1Diabetes_female,LowerRespiratoryInfections_male,LowerRespiratoryInfections_female,MaternalConditions_male,MaternalConditions_female,DigestiveCongenitalAnomalies_male,DigestiveCongenitalAnomalies_female,Hyperlipidemia_male,Hyperlipidemia_female,AnxietyDisorder_male,AnxietyDisorder_female,InterpersonalViolence_male,InterpersonalViolence_female,SelfHarm_male,SelfHarm_female,NeonatalPretermBirth_male,NeonatalPretermBirth_female,NeonatalSepsis_male,NeonatalSepsis_female,LungCancer_male,LungCancer_female,Flu_male,Flu_female,Asthma_male,Asthma_female,ChronicLiverDisease_male,ChronicLiverDisease_female,ProteinEnergyMalnutrition_male,ProteinEnergyMalnutrition_female,HPV_male,HPV_female,MajorDepressiveDisorder_male,MajorDepressiveDisorder_female,CervicalCancer_male,CervicalCancer_female,AcuteHepatitis_male,AcuteHepatitis_female
15,2008,0.004213857,0.004365571,0.000794959,0.000619825,,,0.002240388,0.002423073,,,0.011062935,0.002903043,,,0.041731336,0.041136615,0.001959788,0.002538347,0.00020558,0.000217296,,,5.29E-06,2.02E-05,0.002832611,0.002511787,3.29E-06,4.14E-05,0,0,0.020763837,0.021384454,0,0,0.00047889,0.000446136,0,0,,,0.016961903,0.006352326,0,0,0.380243448,0.324678619,0.008650992,0.004755542,0.000947842,0.000672467,0.000973722,0.00102072,0.012522346,0.010309792,0,0,0.028581735,0.013197273,0.000134775,0.000133107,0.000379768,0.000364601,0,0.003255047,0.000394564,0.000611446,,,0.042130943,0.060522169,0.028997746,0.047048353,0.000433815,0.0004648,0.00780344,0.005415442,0.001747118,0.001549604,5.72E-07,1.37E-06,,,0.045565689,0.052405849,0.175788896,0.127987359,0.001929574,0.00130773,,,0.031233577,0.039216039,,0.000670058,0.004077142,0.002214885
20,2008,0.005842321,0.006096637,0.000713351,0.000542122,,,0.001479377,0.001580968,,,0.035410446,0.006666418,,,0.064994708,0.06446422,0.00180576,0.002394399,0.00017143,0.000178475,,,1.62E-05,7.49E-05,0.004764734,0.004049995,6.52E-06,0.000300271,0,0,0.027741379,0.031486276,2.37E-06,1.12E-06,0.000412528,0.000383505,4.61E-06,7.80E-06,,,0.022559942,0.013356895,0,0,0.404229672,0.336271811,0.017771247,0.006987373,0.000629232,0.000737456,0.000858248,0.0008984,0.020522475,0.015219274,1.01E-05,0,0.021793009,0.009940005,0.000160897,0.000159035,0.000414811,0.0003828,0,0.005043728,0.000296589,0.000456835,,,0.036429767,0.050776343,0.053393616,0.058642253,0.001289689,0.00108649,0.007444998,0.005095951,0.001601063,0.001398354,1.34E-06,4.35E-06,,,0.030792657,0.037080148,0.248656914,0.180524463,0.002229193,0.001506748,,,0.02892367,0.036971804,,0.005036565,0.004777739,0.002550868
25,2008,0.006342732,0.006658479,0.000640923,0.000460814,,,0.001289983,0.001376917,,,0.05305475,0.008457166,,,0.078407131,0.077778107,0.001726535,0.00228155,0.000136305,0.000136456,,,7.69E-05,0.000221178,0.00689136,0.005835229,3.55E-05,0.001578861,0,0,0.035095709,0.041740353,1.62E-05,7.67E-06,0.000281638,0.000244522,2.01E-05,2.43E-05,,,0.019155858,0.014237816,0,0,0.389047662,0.320566714,0.028579821,0.009467121,0.000414939,0.00039613,0.000765432,0.000809943,0.029093345,0.020626718,2.72E-05,0,0.020989891,0.009385945,0.000184972,0.00018369,0.000570319,0.000498458,0,0.005081653,0.000238565,0.000367852,,,0.033692105,0.046040973,0.068814506,0.06001987,0.00222318,0.001633108,0.00722922,0.004893474,0.001466585,0.001225019,8.69E-06,1.52E-05,,,0.027581766,0.040490876,0.312907304,0.231516778,0.002541427,0.001718485,,,0.028001543,0.033452266,,0.017562662,0.005172218,0.002695706
30,2008,0.006429862,0.006770391,0.000566425,0.000385125,,,0.001256302,0.001345333,,,0.062655532,0.00924357,0.237576197,0.216232785,0.091381644,0.091165434,0.001681875,0.002214915,0.000108048,0.000105217,,,0.000243954,0.000500603,0.008977549,0.007710181,8.10E-05,0.005424037,0,0,0.042962962,0.051411479,4.52E-05,2.12E-05,0.000156976,0.000119364,8.27E-05,6.18E-05,,,0.012960145,0.011258817,0,0,0.399055113,0.335968837,0.040741047,0.012350555,0.00028026,0.000235942,0.000655286,0.000715226,0.038903372,0.027746281,5.95E-05,0,0.020316682,0.008877721,0.000206537,0.000205838,0.000726021,0.000613732,0,0.005381679,0.000201994,0.000312155,,,0.032533779,0.044440191,0.079328957,0.062248242,0.003131456,0.002139212,0.00696603,0.004644946,0.001325785,0.001054855,3.60E-05,4.16E-05,,,0.029413716,0.051743687,0.367240065,0.269810489,0.002868765,0.001939288,,,0.027423689,0.032496954,,0.042675848,0.005043885,0.002553802
35,2008,0.006634956,0.007015761,0.000468002,0.000321739,,,0.001234971,0.001324299,,,0.068028061,0.009682961,0.277036323,0.296377131,0.101871316,0.102444943,0.001673134,0.002141204,8.77E-05,8.23E-05,,,0.000349712,0.000625836,0.010966762,0.009598901,0.000121868,0.008135417,0,0,0.053291181,0.062085978,9.56E-05,4.31E-05,9.81E-05,6.79E-05,0.000155367,9.35E-05,,,0.00972941,0.008430478,0,0,0.425121417,0.368251857,0.053041336,0.015441054,0.00019962,0.000157026,0.000537114,0.000611616,0.051562503,0.039254561,9.88E-05,0,0.019695592,0.008384512,0.000223932,0.000223537,0.000881695,0.000727147,0,0.004525663,0.000176387,0.000273917,,,0.03213019,0.044420909,0.083628347,0.059755259,0.003874597,0.002545078,0.006743572,0.004498137,0.001147452,0.000919603,6.96E-05,6.05E-05,,,0.034371719,0.05863796,0.40721242,0.3003396,0.003211719,0.002167982,,,0.027008567,0.032460461,,0.046786925,0.004838285,0.002496385
40,2008,0.006970014,0.007408446,0.000383431,0.000274119,,,0.001219822,0.001309062,,,0.071149113,0.009923214,0.327361937,0.390163005,0.110252612,0.110573527,0.001602316,0.002086215,7.04E-05,6.48E-05,,,0.000425328,0.000537384,0.014435642,0.012408976,0.000150268,0.008068167,0.000159557,0.000185366,0.071165057,0.076900622,0.000173824,7.73E-05,7.15E-05,4.78E-05,0.00031944,0.000164469,,,0.008318113,0.006367972,0,0,0.434451597,0.385823931,0.065960108,0.019067603,0.000148883,0.000115035,0.000428461,0.000515735,0.067499216,0.05507331,0.000257536,0,0.019093191,0.007901738,0.000234815,0.00023458,0.001159429,0.000896279,0,0.003046337,0.00015822,0.000247402,,,0.032047606,0.045268087,0.088527827,0.056948087,0.0045055,0.002963269,0.006586765,0.004397246,0.000989383,0.000817516,0.000128863,6.23E-05,,,0.040847967,0.064402057,0.440684499,0.326219933,0.003567675,0.002404294,,,0.026844239,0.032535478,,0.029097295,0.004557297,0.002333432
45,2008,0.007166164,0.007632848,0.000334738,0.000242701,,,0.001205071,0.001293907,,,0.069181072,0.009748066,0.38568347,0.487703362,0.123837154,0.124949739,0.001569486,0.002074817,5.73E-05,5.19E-05,,,0.000561361,0.00055612,0.024755953,0.019408745,0.0001847,0.007546212,0.001004458,0.001176652,0.091400554,0.091786571,0.000300175,0.000137546,4.66E-05,2.99E-05,0.000591671,0.000212323,,,0.007537456,0.005896716,0,0,0.43606728,0.397297119,0.078028554,0.022762447,0.000104573,7.84E-05,0.000326674,0.000428038,0.08757839,0.073349352,0.000837251,0,0.01849364,0.0074292,0.000240374,0.000240347,0.001603598,0.001141994,0,0.001556242,0.000145423,0.000229723,,,0.032188841,0.04610928,0.093756897,0.052521643,0.005103233,0.003361609,0.006513982,0.004342172,0.000887542,0.000739915,0.000230681,7.93E-05,,,0.045316408,0.074930447,0.471336571,0.348632129,0.003935489,0.002648666,,,0.026798841,0.032629695,,0.016732865,0.004186758,0.002177931
50,2008,0.007196391,0.007652743,0.000310339,0.000222926,,,0.00118652,0.001275534,,,0.064115635,0.009395701,0.447733562,0.577648943,0.149713793,0.152073243,0.001578849,0.002073475,4.65E-05,4.17E-05,,,0.000791592,0.0006256,0.040921941,0.031391635,0.000244965,0.007647703,0.002268867,0.002736674,0.113488289,0.108364582,0.000477518,0.00023133,2.38E-05,1.48E-05,0.001002674,0.000315353,,,0.007122621,0.006059737,0,0,0.433327241,0.402245224,0.090230206,0.027123781,6.21E-05,4.56E-05,0.000236757,0.000344318,0.114190953,0.094962159,0.002397912,0,0.017886021,0.006955727,0.000240937,0.000240977,0.002068995,0.00140075,0,0.000933254,0.000134914,0.000215241,,,0.032188667,0.046163616,0.096059728,0.045412579,0.005836472,0.003889632,0.006467701,0.004278818,0.000832993,0.000684756,0.000303577,0.000103205,,,0.048643403,0.087347571,0.494910495,0.362559999,0.004314888,0.002901506,,,0.026752877,0.032773902,,0.011715505,0.003784418,0.001979469
55,2008,0.007075368,0.007493821,0.000298607,0.000211335,,,0.00114176,0.001232102,,,0.053832761,0.008709859,0.508297404,0.651050838,0.190685646,0.195362152,0.00154228,0.001992338,3.88E-05,3.54E-05,,,0.000766463,0.000536922,0.056131427,0.045457196,0.000275877,0.006687232,0.00384236,0.004828198,0.142662728,0.133142106,0.000744208,0.000391585,1.34E-05,7.97E-06,0.001218606,0.000320215,,,0.006745202,0.005182444,0,0,0.438947827,0.407728788,0.099818561,0.030898433,3.88E-05,2.81E-05,0.000161051,0.000269584,0.156913183,0.125845555,0.00389538,0,0.017270566,0.006481589,0.000236578,0.000236763,0.002554836,0.001672605,0,0.000353778,0.000125807,0.000202383,,,0.032338725,0.04574954,0.0952287,0.041074903,0.006459253,0.004353645,0.006443738,0.004237001,0.000807183,0.000651029,0.000374951,9.03E-05,,,0.052045773,0.091567598,0.523091032,0.387280275,0.004705954,0.003162937,,,0.026812066,0.032521984,,0.006345408,0.003387642,0.001793654
60,2008,0.00674632,0.007105937,0.000292722,0.000202765,,,0.0010187,0.001112181,,,0.043102088,0.007815275,0.561544372,0.70578957,0.25347332,0.262970529,0.001443225,0.001850449,3.17E-05,3.02E-05,,,0.000730066,0.000563145,0.071526573,0.060084982,0.000269065,0.006796995,0.006249066,0.008349024,0.179633374,0.170217149,0.001263802,0.000688102,8.81E-06,5.07E-06,0.001058212,0.000360773,,,0.006296489,0.003856744,0,0,0.461097207,0.425778626,0.107185234,0.034448999,2.58E-05,1.93E-05,0.000100528,0.00020209,0.211764568,0.166087519,0.007004266,0,0.015915633,0.006162688,0.000229402,0.00022967,0.003466917,0.002377709,0,0.000265845,0.0001179,0.000191,,,0.032676447,0.045131065,0.095332985,0.040262619,0.006956085,0.004727949,0.006432095,0.004211501,0.000794538,0.000627325,0.000315407,9.71E-05,,,0.055352042,0.088436232,0.543427871,0.40260197,0.005110256,0.003433496,,,0.026888069,0.03256018,,0.005107897,0.003103513,0.001620767
65,2008,0.006153052,0.006453199,0.000289246,0.000193301,,,0.000804101,0.000892112,,,0.036698493,0.006590064,0.601888107,0.744757715,0.353502001,0.370480156,0.00150114,0.00178771,2.58E-05,2.53E-05,,,0.000579066,0.000497534,0.094931806,0.076588628,0.000274208,0.005649386,0.011171767,0.016216714,0.245285711,0.235672111,0.002592611,0.001352996,5.84E-06,3.29E-06,0.000789346,0.000309537,,,0.005479503,0.002994613,0,0,0.468128936,0.430079688,0.112288738,0.037369605,1.66E-05,1.31E-05,5.68E-05,0.000141842,0.267281631,0.216471903,0.007563845,0,0.013725712,0.006064819,0.000220184,0.000220505,0.004922629,0.003662053,0,0.000207319,0.000111049,0.000180905,,,0.033098074,0.04467839,0.097542698,0.040867784,0.00736188,0.00510044,0.006427043,0.00420024,0.000787584,0.000605707,0.000276902,8.02E-05,,,0.057317863,0.081560692,0.576163589,0.418343866,0.005528274,0.003713911,,,0.027232864,0.032873537,,0.00300867,0.002866388,0.001541116
70,2008,0.005362399,0.005607252,0.000288009,0.000187649,,,0.000584608,0.000649434,,,0.032072924,0.005431726,0.624778068,0.771090262,0.487301201,0.511987707,0.001573069,0.001795149,2.42E-05,2.38E-05,,,0.000523974,0.000441609,0.122150829,0.09501634,0.000298877,0.00490569,0.021464157,0.033051559,0.339213334,0.325665873,0.004865823,0.002589714,0,0,0.000784878,0.00028201,,,0.004404574,0.002500487,0,0,0.462517954,0.408533075,0.116631042,0.040457352,0,0,2.66E-05,8.98E-05,0.312296638,0.264520987,0.008026647,0,0.011692656,0.005971035,0.000208148,0.000208464,0.006420226,0.00500167,0,0.00016444,0.000105123,0.000171976,,,0.033500415,0.044447736,0.099693795,0.04155299,0.007605931,0.005292521,0.006424471,0.004196042,0.000785347,0.000594989,0.000260146,6.69E-05,,,0.057331547,0.073099239,0.591962712,0.438162314,0.005960834,0.004004997,,,0.027350682,0.032689055,,0.001689232,0.00263292,0.001452933
75,2008,0.0044662,0.004659362,0.000287817,0.000185829,,,0.00042558,0.000472534,,,0.030016173,0.004818769,0.626018884,0.787187951,0.639756165,0.666262032,0.001590667,0.001812337,2.37E-05,2.33E-05,,,0.000487105,0.000339201,0.14704937,0.115319949,0.000301609,0.004159484,0.040747958,0.062523994,0.417042026,0.405404781,0.008130998,0.004801372,0,0,0.000647668,0.000196918,,,0.003413777,0.00254787,0,0,0.456696155,0.389435989,0.120620509,0.043620753,0,0,9.58E-06,4.90E-05,0.320179116,0.274891439,0.007499387,0,0.009809479,0.005879617,0.000193684,0.000193959,0.007948172,0.006388866,0,0.00013261,0.0001,0.00016412,,,0.033845447,0.044256576,0.101615986,0.042129407,0.007855685,0.005568836,0.006422617,0.004194376,0.000784936,0.000592255,0.000203406,3.82E-05,,,0.053344595,0.063977445,0.601564809,0.459442813,0.006409462,0.004307245,,,0.027581761,0.032581651,,0.000902964,0.002425425,0.001343984
80,2008,0.003593219,0.003743836,0.000287795,0.000185467,,,0.000312923,0.000347674,,,0.027730843,0.004304755,,,0.788040208,0.80800921,0.001675607,0.00180205,2.34E-05,2.29E-05,,,0.000421895,0.000319034,0.174629753,0.137364929,0.000330448,0.003879961,0.072167438,0.109172638,0.502045149,0.48385225,0.010810395,0.006818602,0,0,0.000519218,0.000180525,,,0.002640671,0.002847477,0,0,0.455278757,0.380727558,0.124334781,0.046435005,0,0,2.44E-06,2.07E-05,0.293102385,0.248460497,0.006244912,0,0.008964592,0.006070716,0.000179565,0.000179731,0.012341599,0.00919057,0,0.000108624,9.56E-05,0.000157252,,,0.034392598,0.044349373,0.102182809,0.041541588,0.00802215,0.005792456,0.006419784,0.004192254,0.000784916,0.000591948,0.000136186,3.08E-05,,,0.047714653,0.056735935,0.605565715,0.481162317,0.0068736,0.004620828,,,0.027721162,0.032354897,,0.000536543,0.002234882,0.001290193
0,2009,0,0,0.001771053,0.001316166,,,0.007848879,0.00783997,,,0.000482069,0.00052496,,,0.000468372,0.000275072,0.006977762,0.008343184,0.000361847,0.000384169,,,0,0,0,0,0,0,0,0,0.005437339,0.003450304,0,0,0.000607151,0.000567421,0,0,,,0.000461726,0.000124469,0,0,0.164079384,0.157285462,0.001586253,0.001926802,0.002999385,0.001568229,0.001704232,0.001704673,0,0,0,0,0.021551915,0.018665433,1.02E-05,1.04E-05,0.004252862,0.003482628,0,0,0.001671187,0.002732638,,,0.001014411,0.00112896,0.001671655,0.001630341,0,0,0.034941169,0.022156027,0.004802036,0.003845047,0,0,,,0.022041344,0.029738461,0.01074154,0.009066088,0.023196237,0.019607744,,,4.56E-07,3.97E-07,,0,0.017015833,0.016007021
5,2009,0,0,0.001073001,0.00081617,,,0.003022975,0.003171876,,,0.000519391,0.000539512,,,0.00261565,0.002495483,0.00291154,0.003386491,0.000273073,0.000288271,,,0,0,0,0,0,0,0,0,0.0110679,0.009466112,0,0,0.00054183,0.000504511,0,0,,,0,0,0,0,0.184062235,0.173892972,0.002597461,0.002422469,0.001480264,0.000864425,0.001223863,0.001261793,0,0,0,0,0.026139404,0.015254899,5.61E-05,5.67E-05,0.00124445,0.001118377,0,0,0.000869142,0.001413166,,,0.022332931,0.027362529,0.00734647,0.01175633,0,0,0.008622525,0.005919968,0.002247775,0.001909437,0,0,,,0.042909201,0.041220685,0.017060064,0.014508749,0.001926807,0.001320302,,,0.001427332,0.001569048,,0,0.003271417,0.002578853
10,2009,0.000863032,0.000887301,0.000956676,0.000736344,,,0.002789465,0.002945081,,,0.001248627,0.000792673,,,0.015353234,0.015221046,0.002195085,0.002701951,0.00023937,0.000252172,,,0,0,0,0,0,0,0,0,0.014183284,0.01272967,0,0,0.000521935,0.000482815,0,0,,,1.11E-05,8.63E-06,0,0,0.276523712,0.239151936,0.004177299,0.003262569,0.001114709,0.000667839,0.001111401,0.001148595,0,0,0,0,0.03820495,0.017983403,0.000114989,0.000113684,0.000434418,0.000417655,0,7.44E-05,0.000559699,0.000882623,,,0.04223187,0.060716953,0.013301599,0.024853486,7.53E-05,0.000100108,0.008302201,0.005676947,0.002026449,0.001737661,0,0,,,0.061410454,0.06286995,0.033004798,0.026985942,0.001627356,0.001091832,,,0.01197053,0.013934837,,0,0.001892346,0.001165316
15,2009,0.004217836,0.004366635,0.000841961,0.000651907,,,0.002244969,0.002421488,,,0.011084022,0.00291412,,,0.041921467,0.041221316,0.001966922,0.002541326,0.000204839,0.000217198,,,5.45E-06,2.05E-05,0.002816687,0.002497206,3.41E-06,4.19E-05,0,0,0.020803223,0.021481749,0,0,0.000479299,0.000448327,0,0,,,0.017000573,0.006356492,0,0,0.373556346,0.31857777,0.008663507,0.004810136,0.000949471,0.00067506,0.000972565,0.001019514,0.012627036,0.010406763,0,0,0.028128242,0.013144096,0.00013707,0.000135264,0.000376597,0.00036202,0,0.003209319,0.000388534,0.000603363,,,0.042343233,0.060563353,0.028870646,0.047101527,0.000434424,0.00046568,0.007732347,0.005341716,0.001820118,0.00157684,5.73E-07,1.37E-06,,,0.045613627,0.052574068,0.174928106,0.127150232,0.001899053,0.001268452,,,0.029123191,0.036371438,,0.00068708,0.004034356,0.002210781
20,2009,0.005845757,0.006097297,0.00075486,0.000572708,,,0.001478006,0.001576091,,,0.035449198,0.006696325,,,0.065249861,0.064689977,0.001811261,0.002397334,0.000170882,0.000178447,,,1.66E-05,7.26E-05,0.004733639,0.004024134,6.75E-06,0.000293074,0,0,0.027758405,0.031603363,2.41E-06,1.14E-06,0.000412638,0.000385297,4.61E-06,7.30E-06,,,0.022661236,0.013362186,0,0,0.396679605,0.330665645,0.01770693,0.007041654,0.000630125,0.000740039,0.000856725,0.000897003,0.020776816,0.015394353,1.03E-05,0,0.021698839,0.010060108,0.000162008,0.000160024,0.000413744,0.000381748,0,0.005041744,0.000293159,0.000450732,,,0.036619509,0.051161203,0.053276907,0.058700865,0.001290873,0.001086344,0.007365268,0.005023673,0.00166514,0.001427223,1.35E-06,4.19E-06,,,0.030774724,0.036943016,0.248183662,0.179745775,0.002190575,0.001460643,,,0.026920565,0.034312213,,0.004977178,0.00475781,0.002571822
25,2009,0.006344678,0.006658664,0.000678946,0.000491989,,,0.001287444,0.001371786,,,0.053107681,0.008486444,,,0.078689953,0.078120023,0.00173133,0.002284534,0.000135979,0.000136458,,,7.58E-05,0.000183326,0.006846495,0.005799385,3.54E-05,0.001322089,0,0,0.035087547,0.041870555,1.64E-05,7.83E-06,0.000281633,0.00024544,1.94E-05,1.95E-05,,,0.019245475,0.014243824,0,0,0.382554455,0.31422288,0.02844313,0.009525552,0.000415429,0.000397217,0.00076365,0.000808687,0.029497421,0.020880386,2.68E-05,0,0.020883849,0.009489175,0.000185852,0.000184437,0.000564876,0.000494065,0,0.00505464,0.000236637,0.000362843,,,0.033700555,0.046237112,0.068862992,0.060106925,0.002225573,0.001635769,0.007144993,0.004819617,0.001524637,0.001260145,8.42E-06,1.25E-05,,,0.027529371,0.040422878,0.312417887,0.230859964,0.002494951,0.001665256,,,0.026043137,0.031128014,,0.014863747,0.005131872,0.002694902
30,2009,0.006430863,0.006770338,0.000600971,0.000415672,,,0.001253573,0.001340359,,,0.062631539,0.009261953,0.236803538,0.217454679,0.091834083,0.091539797,0.001686379,0.00221796,0.000107738,0.000105242,,,0.000229689,0.00045293,0.008924736,0.00766837,7.69E-05,0.004952939,0,0,0.042927413,0.051548043,4.58E-05,2.16E-05,0.000156968,0.000119627,7.59E-05,5.41E-05,,,0.013004255,0.011266061,0,0,0.393687052,0.329917194,0.040638991,0.012420711,0.000280507,0.000236408,0.000653944,0.000714179,0.039428113,0.028095284,5.63E-05,0,0.020197272,0.008962873,0.000207103,0.000206291,0.000716005,0.000606166,0,0.005362611,0.000200891,0.000307956,,,0.032442353,0.044417129,0.079499529,0.06237603,0.003132598,0.002144181,0.006876452,0.004565608,0.001378531,0.001094177,3.33E-05,3.75E-05,,,0.029349924,0.051875558,0.366682504,0.268870033,0.002814067,0.001878643,,,0.025489622,0.030150232,,0.039611835,0.004995555,0.002559247
35,2009,0.006635154,0.007015696,0.000495322,0.000348074,,,0.001232175,0.001319511,,,0.067671406,0.009675198,0.275987847,0.297755464,0.10236081,0.102873327,0.001677415,0.002144325,8.75E-05,8.23E-05,,,0.000319194,0.000608627,0.010910655,0.009554755,0.000112339,0.007976739,0,0,0.053230176,0.062220075,9.65E-05,4.37E-05,9.80E-05,6.80E-05,0.000137607,8.77E-05,,,0.009762511,0.00843715,0,0,0.421022388,0.363011596,0.05296254,0.015519526,0.000199764,0.000157286,0.000536785,0.000610759,0.052191373,0.039807708,9.00E-05,0,0.019563377,0.008451979,0.000225003,0.000224514,0.000866955,0.000716721,0,0.004493421,0.000175786,0.00027034,,,0.031936694,0.0441797,0.083855777,0.059906849,0.003875491,0.002549002,0.006647535,0.004411889,0.001190992,0.000956585,6.23E-05,5.85E-05,,,0.034393101,0.058790256,0.406433804,0.298841885,0.003148491,0.002099858,,,0.025097101,0.030097368,,0.046585372,0.00476449,0.002498046
40,2009,0.006969796,0.007408426,0.000402082,0.000294924,,,0.001217089,0.001304528,,,0.070537651,0.009886266,0.326196117,0.391627218,0.110657483,0.11106987,0.001606367,0.002089391,7.02E-05,6.48E-05,,,0.000403153,0.000528473,0.014368065,0.012362498,0.000143924,0.008009311,0.000159239,0.00018552,0.071122839,0.077019877,0.000175177,7.79E-05,7.15E-05,4.78E-05,0.000293365,0.000155705,,,0.008360055,0.006378437,0,0,0.431104471,0.381340419,0.065926723,0.019150455,0.000149028,0.000115191,0.000429021,0.000514978,0.068237303,0.05592025,0.000244356,0,0.018949638,0.007951365,0.000236012,0.000235719,0.001137983,0.000881197,0,0.00303461,0.000157877,0.000244231,,,0.031790496,0.044846408,0.088780533,0.057099223,0.004505369,0.00296616,0.006484832,0.004306506,0.001020709,0.000848544,0.000119539,6.10E-05,,,0.040960886,0.064480007,0.439778813,0.325125317,0.00349628,0.002328402,,,0.024924655,0.030122319,,0.029318414,0.004500821,0.002331886
45,2009,0.007165883,0.007632848,0.000346577,0.00025914,,,0.001202634,0.001289689,,,0.068704125,0.009689643,0.38455937,0.489190152,0.12427933,0.125439796,0.001573504,0.002078155,5.72E-05,5.19E-05,,,0.000546875,0.000541958,0.024640247,0.019339871,0.000182172,0.007419062,0.001002855,0.001176283,0.091373403,0.091864145,0.000302721,0.000138176,4.66E-05,2.99E-05,0.000558865,0.000199264,,,0.007586122,0.005923732,0,0,0.432540567,0.392284244,0.077993407,0.022840204,0.000104706,7.85E-05,0.000327491,0.000427533,0.088492164,0.074433428,0.000815769,0,0.018339284,0.007461392,0.000241544,0.000241464,0.001573414,0.001119621,0,0.001546752,0.000145235,0.000226835,,,0.031942778,0.045684528,0.09397636,0.05266552,0.005100749,0.003363565,0.00640817,0.004248935,0.000907295,0.000764811,0.000219954,7.67E-05,,,0.045362494,0.074962086,0.470558395,0.34679936,0.003855698,0.002564832,,,0.0248795,0.030201501,,0.016609047,0.004136333,0.002184278
50,2009,0.007196298,0.007652754,0.000317986,0.000235986,,,0.001184391,0.001271616,,,0.063860109,0.009344288,0.446787278,0.579137431,0.150487087,0.152646865,0.001582994,0.002077017,4.64E-05,4.17E-05,,,0.000775505,0.000611004,0.040757962,0.031284696,0.000242809,0.007524945,0.002266817,0.002731622,0.113535299,0.108445584,0.000481997,0.000232172,2.37E-05,1.47E-05,0.00095724,0.000297298,,,0.00717603,0.006104458,0,0,0.430954257,0.397279257,0.090164739,0.027178975,6.21E-05,4.57E-05,0.000237669,0.000344194,0.115388974,0.096237493,0.002354758,0,0.017721278,0.006971149,0.000242332,0.000242319,0.002030444,0.001370489,0,0.000929678,0.000134825,0.000212579,,,0.031997639,0.045855017,0.096248461,0.045546659,0.005834009,0.003887909,0.006361117,0.004185144,0.000845093,0.000703585,0.000291225,0.000100108,,,0.04854496,0.087378414,0.494126733,0.359889858,0.004226734,0.002809485,,,0.024819734,0.030318894,,0.011675129,0.003712329,0.001973575
55,2009,0.007075363,0.007493832,0.000303994,0.000221833,,,0.001139718,0.001228596,,,0.053707474,0.008733668,0.507617273,0.652576197,0.191605448,0.196279839,0.001546517,0.001995762,3.87E-05,3.54E-05,,,0.000755335,0.000528354,0.055968703,0.045309872,0.000274354,0.006614855,0.003839722,0.004824624,0.142686313,0.133325702,0.000750057,0.000393436,1.34E-05,7.94E-06,0.001171327,0.000305297,,,0.006796127,0.005219438,0,0,0.437186133,0.404371817,0.099689073,0.03088931,3.89E-05,2.82E-05,0.000161841,0.000269679,0.158655942,0.12740607,0.003843382,0,0.017095303,0.006481929,0.000237992,0.000238151,0.002508303,0.00163376,0,0.00035198,0.000125803,0.000199932,,,0.03218363,0.04554645,0.095382631,0.041196258,0.00645831,0.004345426,0.006337251,0.004143131,0.000815422,0.000664433,0.000361468,8.84E-05,,,0.051996977,0.091591862,0.522283844,0.38469445,0.004608961,0.003062373,,,0.024873821,0.030094989,,0.006361186,0.003334598,0.001784394
60,2009,0.006746324,0.007105946,0.000296748,0.000210903,,,0.001016061,0.001108828,,,0.043043932,0.007916039,0.561295162,0.707480153,0.25456988,0.264325448,0.001447275,0.001853599,3.17E-05,3.01E-05,,,0.000726934,0.000558673,0.07137625,0.059905517,0.000269685,0.006761339,0.006247486,0.008345838,0.179709206,0.170443212,0.001269419,0.000692798,8.83E-06,5.05E-06,0.001030947,0.00034798,,,0.006339847,0.003874259,0,0,0.459547627,0.423923402,0.107019423,0.034377834,2.59E-05,1.93E-05,0.000101194,0.000202344,0.214108428,0.167928956,0.00699004,0,0.01574337,0.006157364,0.000230632,0.00023087,0.003409784,0.002326034,0,0.000264456,0.000117971,0.000188725,,,0.032536998,0.04501957,0.095430925,0.040361213,0.006954,0.004712702,0.006325747,0.004117227,0.000800629,0.000635677,0.000308081,9.62E-05,,,0.055454742,0.088441587,0.542626306,0.399445977,0.005004137,0.003324193,,,0.024942797,0.030121429,,0.005185932,0.003043057,0.001610007
