age,sex,1951,1953,1955,1957,1959,1961,1963,1965,1967,1969,1971,1973,1975,1977,1979,1981,1983,1985,1987,1989,1991,1993,1995,1997,1999,2001,2003,2005,2007,2009,2011,2013,2015,2017,2019,2021,2023
78,Female,0.100,0.116,0.132,0.145,0.157,0.169,0.182,0.193,0.204,0.213,0.224,0.234,0.245,0.261,0.284,0.316,0.344,0.371,0.397,0.428,0.455,0.480,0.499,0.514,0.510,0.503,0.497,0.494,0.477,0.469,0.497,0.540,0.619,0.739,0.841,0.875,1.047
79,Female,0.082,0.094,0.109,0.122,0.133,0.144,0.155,0.166,0.176,0.185,0.195,0.204,0.214,0.226,0.243,0.270,0.299,0.323,0.348,0.374,0.401,0.426,0.446,0.462,0.468,0.461,0.457,0.452,0.447,0.429,0.440,0.476,0.529,0.627,0.741,0.789,0.878
80,Female,0.067,0.075,0.088,0.100,0.111,0.121,0.130,0.140,0.150,0.159,0.167,0.176,0.185,0.194,0.208,0.228,0.255,0.278,0.301,0.324,0.350,0.373,0.394,0.411,0.424,0.422,0.417,0.414,0.411,0.400,0.394,0.420,0.458,0.528,0.632,0.714,0.748
81,Female,0.054,0.060,0.069,0.081,0.091,0.099,0.108,0.117,0.126,0.134,0.142,0.150,0.158,0.167,0.177,0.192,0.213,0.236,0.258,0.279,0.301,0.323,0.345,0.362,0.377,0.383,0.379,0.377,0.374,0.371,0.358,0.368,0.400,0.446,0.531,0.622,0.666
82,Female,0.042,0.048,0.054,0.064,0.073,0.081,0.089,0.096,0.104,0.112,0.120,0.126,0.133,0.141,0.149,0.161,0.176,0.198,0.217,0.237,0.256,0.277,0.297,0.315,0.330,0.342,0.341,0.338,0.337,0.337,0.328,0.325,0.347,0.380,0.439,0.521,0.593
83,Female,0.032,0.037,0.042,0.049,0.057,0.065,0.072,0.078,0.085,0.092,0.099,0.104,0.111,0.117,0.125,0.133,0.145,0.161,0.180,0.198,0.215,0.233,0.251,0.269,0.284,0.297,0.303,0.301,0.300,0.299,0.298,0.288,0.298,0.324,0.363,0.428,0.505
84,Female,0.025,0.028,0.033,0.037,0.044,0.051,0.057,0.062,0.068,0.074,0.080,0.085,0.090,0.096,0.103,0.109,0.118,0.130,0.147,0.162,0.177,0.193,0.210,0.226,0.241,0.253,0.263,0.264,0.263,0.263,0.264,0.258,0.257,0.275,0.303,0.344,0.413
85,Female,0.020,0.021,0.025,0.028,0.033,0.039,0.044,0.048,0.053,0.059,0.064,0.068,0.072,0.078,0.083,0.089,0.095,0.104,0.116,0.131,0.144,0.158,0.171,0.186,0.200,0.212,0.223,0.229,0.228,0.228,0.229,0.229,0.222,0.231,0.252,0.276,0.330
86,Female,0.016,0.016,0.018,0.021,0.024,0.028,0.033,0.037,0.041,0.045,0.049,0.054,0.057,0.061,0.066,0.071,0.076,0.082,0.091,0.103,0.115,0.126,0.138,0.151,0.163,0.175,0.185,0.194,0.195,0.195,0.196,0.197,0.194,0.194,0.209,0.221,0.258
87,Female,0.013,0.012,0.013,0.015,0.018,0.020,0.024,0.028,0.031,0.034,0.038,0.041,0.045,0.048,0.051,0.055,0.060,0.064,0.070,0.080,0.090,0.100,0.110,0.120,0.131,0.141,0.151,0.159,0.163,0.164,0.165,0.166,0.167,0.163,0.170,0.177,0.200
88,Female,0.011,0.009,0.010,0.011,0.013,0.015,0.018,0.021,0.023,0.026,0.029,0.031,0.034,0.037,0.040,0.043,0.046,0.049,0.054,0.060,0.069,0.077,0.085,0.093,0.103,0.112,0.120,0.128,0.134,0.136,0.137,0.138,0.140,0.138,0.138,0.141,0.155
89,Female,0.008,0.008,0.007,0.008,0.009,0.011,0.012,0.015,0.017,0.019,0.021,0.023,0.026,0.028,0.030,0.033,0.035,0.038,0.041,0.045,0.051,0.059,0.065,0.072,0.079,0.087,0.094,0.101,0.107,0.110,0.111,0.113,0.114,0.115,0.113,0.110,0.120
90,Female,0.006,0.006,0.005,0.005,0.006,0.007,0.009,0.010,0.012,0.014,0.015,0.017,0.019,0.020,0.022,0.024,0.026,0.028,0.031,0.033,0.038,0.043,0.048,0.054,0.060,0.066,0.072,0.078,0.083,0.088,0.089,0.091,0.091,0.093,0.092,0.086,0.091
91,Female,0.004,0.004,0.004,0.004,0.004,0.005,0.006,0.007,0.008,0.010,0.011,0.012,0.013,0.015,0.016,0.018,0.019,0.021,0.023,0.024,0.027,0.031,0.035,0.039,0.044,0.049,0.054,0.059,0.063,0.067,0.070,0.071,0.072,0.074,0.074,0.067,0.069
92,Female,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.005,0.006,0.007,0.007,0.008,0.009,0.010,0.011,0.013,0.014,0.015,0.016,0.018,0.020,0.022,0.025,0.028,0.032,0.035,0.039,0.043,0.047,0.050,0.054,0.055,0.056,0.057,0.058,0.052,0.051
93,Female,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.006,0.006,0.007,0.008,0.009,0.009,0.010,0.011,0.012,0.014,0.015,0.018,0.020,0.023,0.025,0.028,0.031,0.034,0.037,0.040,0.041,0.042,0.043,0.044,0.040,0.039
94,Female,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.010,0.012,0.014,0.016,0.018,0.020,0.022,0.024,0.026,0.028,0.030,0.031,0.032,0.032,0.030,0.028
95,Female,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.009,0.010,0.012,0.013,0.015,0.017,0.018,0.020,0.021,0.022,0.023,0.023,0.021,0.021
96,Female,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.006,0.007,0.008,0.009,0.010,0.011,0.012,0.013,0.015,0.016,0.016,0.016,0.015,0.015
97,Female,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.006,0.006,0.007,0.008,0.009,0.010,0.010,0.011,0.011,0.010,0.010
98,Female,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.006,0.006,0.007,0.007,0.007,0.007,0.006
99,Female,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.004,0.004
100,Female,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.007,0.007,0.006,0.006
